Weights:
0.23314256164336022, 0.07408645923475499
0.09532799542567238, 0.5837901324804103
0.2566815957391133, 0.5416572809324672
0.6393394512815954, 0.294286531452037
0.7513654517644976, 0.9944729653183639
0.6064952673598065, 0.8001832836494068
0.7658736963132379, 0.43685870586571296
0.2893416596980837, 0.02539333265570265
Bias:
0.09134270820338863, 0.7032625320946309
parameter ends

Rollout 0: 
state | action | reward
[-1.87e+00  1.75e+00  1.75e+00 -3.64e-03  8.28e-03  4.84e-03  5.10e-07
  1.77e-08] | [0.28 2.54] | -0.004295057248988426
[-1.87e+00  1.75e+00  1.75e+00 -3.64e-03  8.27e-03  4.84e-03  5.09e-07
  1.77e-08] | [0.28 2.54] | -0.004292245373777972
[-1.87e+00  1.75e+00  1.75e+00 -3.64e-03  8.26e-03  4.83e-03  5.09e-07
  1.77e-08] | [0.28 2.54] | -0.004289436018885137
[-1.87e+00  1.75e+00  1.75e+00 -3.63e-03  8.25e-03  4.83e-03  5.09e-07
  1.77e-08] | [0.28 2.54] | -0.004286629184170689
[-1.87e+00  1.75e+00  1.75e+00 -3.63e-03  8.23e-03  4.82e-03  5.08e-07
  1.76e-08] | [0.28 2.54] | -0.004283824869478943
[-1.87e+00  1.75e+00  1.75e+00 -3.63e-03  8.22e-03  4.81e-03  5.08e-07
  1.76e-08] | [0.28 2.54] | -0.0042810230746266565
[-1.87e+00  1.75e+00  1.75e+00 -3.63e-03  8.21e-03  4.81e-03  5.07e-07
  1.76e-08] | [0.28 2.54] | -0.0042782237994085795
[-1.87e+00  1.75e+00  1.75e+00 -3.62e-03  8.20e-03  4.80e-03  5.07e-07
  1.76e-08] | [0.28 2.54] | -0.0042754270436085595
[-1.87e+00  1.75e+00  1.75e+00 -3.62e-03  8.19e-03  4.80e-03  5.06e-07
  1.76e-08] | [0.28 2.54] | -0.004272632806966224
[-1.87e+00  1.75e+00  1.75e+00 -3.62e-03  8.18e-03  4.79e-03  5.06e-07
  1.76e-08] | [0.28 2.54] | -0.004269841089215849
[-1.87e+00  1.75e+00  1.75e+00 -3.62e-03  8.17e-03  4.79e-03  5.06e-07
  1.76e-08] | [0.28 2.54] | -0.004267051890064145
[-1.87e+00  1.75e+00  1.75e+00 -3.61e-03  8.15e-03  4.78e-03  5.05e-07
  1.75e-08] | [0.28 2.54] | -0.0042642652091791555
[-1.87e+00  1.75e+00  1.75e+00 -3.61e-03  8.14e-03  4.78e-03  5.05e-07
  1.75e-08] | [0.28 2.54] | -0.00426148104624577
[-1.87e+00  1.75e+00  1.75e+00 -3.61e-03  8.13e-03  4.77e-03  5.04e-07
  1.75e-08] | [0.28 2.54] | -0.004258699400876905
[-1.87e+00  1.75e+00  1.75e+00 -3.60e-03  8.12e-03  4.77e-03  5.04e-07
  1.75e-08] | [0.28 2.54] | -0.004255920272696759
[-1.87e+00  1.75e+00  1.75e+00 -3.60e-03  8.11e-03  4.76e-03  5.04e-07
  1.75e-08] | [0.28 2.54] | -0.004253143661318623
[-1.87e+00  1.75e+00  1.75e+00 -3.60e-03  8.10e-03  4.76e-03  5.03e-07
  1.75e-08] | [0.28 2.54] | -0.0042503695663004635
[-1.87e+00  1.75e+00  1.75e+00 -3.60e-03  8.09e-03  4.75e-03  5.03e-07
  1.75e-08] | [0.28 2.54] | -0.004247597987194876
[-1.87e+00  1.75e+00  1.75e+00 -3.59e-03  8.08e-03  4.75e-03  5.02e-07
  1.74e-08] | [0.28 2.54] | -0.004244828923543541
[-1.87e+00  1.75e+00  1.75e+00 -3.59e-03  8.06e-03  4.74e-03  5.02e-07
  1.74e-08] | [0.28 2.54] | -0.004242062374855014
[-1.87e+00  1.75e+00  1.75e+00 -3.59e-03  8.05e-03  4.74e-03  5.01e-07
  1.74e-08] | [0.28 2.54] | -0.004239298340610278
[-1.87e+00  1.75e+00  1.75e+00 -3.58e-03  8.04e-03  4.73e-03  5.01e-07
  1.74e-08] | [0.28 2.54] | -0.004236536820284942
[-1.87e+00  1.75e+00  1.75e+00 -3.58e-03  8.03e-03  4.73e-03  5.01e-07
  1.74e-08] | [0.28 2.54] | -0.004233777813338148
[-1.87e+00  1.75e+00  1.75e+00 -3.58e-03  8.02e-03  4.72e-03  5.00e-07
  1.74e-08] | [0.28 2.54] | -0.004231021319201454
[-1.87e+00  1.75e+00  1.75e+00 -3.58e-03  8.01e-03  4.72e-03  5.00e-07
  1.74e-08] | [0.28 2.54] | -0.004228267337278846
[-1.87e+00  1.75e+00  1.75e+00 -3.57e-03  8.00e-03  4.71e-03  4.99e-07
  1.74e-08] | [0.28 2.54] | -0.00422551586696338
[-1.87e+00  1.75e+00  1.75e+00 -3.57e-03  7.99e-03  4.71e-03  4.99e-07
  1.73e-08] | [0.28 2.54] | -0.004222766907626086
[-1.87e+00  1.75e+00  1.75e+00 -3.57e-03  7.98e-03  4.70e-03  4.98e-07
  1.73e-08] | [0.28 2.54] | -0.004220020458627065
Total reward: 35.09570468136306

Weights:
0.23314256164336022, 0.07408645923475499
0.09532799542567238, 0.5837901324804103
0.2566815957391133, 0.5416572809324672
0.6393394512815954, 0.294286531452037
0.7513654517644976, 0.9944729653183639
0.6064952673598065, 0.8001832836494068
0.7658736963132379, 0.43685870586571296
0.2893416596980837, 0.02539333265570265
Bias:
0.09134270820338863, 0.7032625320946309
parameter ends

Rollout 8: 
state | action | reward
[ 0.01 -0.08 -0.08  0.08  0.08 -0.05  0.05  0.06] | [0.2 0.7] | 0.07672106402879443
[ 0.01 -0.09 -0.05  0.07 -0.08  0.02 -0.5   1.34] | [0.08 0.4 ] | 0.06622814487141301
[ 0.01 -0.12  0.01  0.06 -0.19  0.09 -0.82  1.93] | [-0.04  0.23] | 0.04120962850672887
[ 0.02 -0.15  0.09  0.03 -0.33  0.22 -1.08  2.16] | [-0.19  0.1 ] | 0.009919751328228288
[ 0.03 -0.2   0.18 -0.01 -0.55  0.44 -1.43  2.26] | [-0.46 -0.07] | -0.019615289457431868
[ 0.06 -0.27  0.27 -0.03 -0.93  0.87 -2.02  2.29] | [-0.93 -0.37] | -0.026664653765668667
[ 0.11 -0.37  0.36 -0.01 -1.55  1.57 -2.95  2.19] | [-1.67 -0.83] | 0.04728167638581223
[ 0.18 -0.5   0.43  0.12 -1.86  2.   -3.19  1.22] | [-2.   -0.92] | 0.21352003769012276
[ 0.27 -0.63  0.46  0.31 -1.99  2.25 -3.18  0.17] | [-2.11 -0.87] | 0.4183060257585545
[ 0.36 -0.75  0.45  0.52 -2.03  2.4  -3.1  -0.64] | [-2.07 -0.78] | 0.6190183565164517
[ 0.46 -0.87  0.41  0.71 -2.    2.47 -3.01 -1.13] | [-1.95 -0.69] | 0.7967879896130277
[ 0.56 -0.99  0.36  0.88 -1.92  2.5  -2.94 -1.35] | [-1.78 -0.6 ] | 0.9488803715737559
[ 0.66 -1.11  0.31  1.02 -1.82  2.51 -2.89 -1.4 ] | [-1.6  -0.53] | 1.0786882165210294
[ 0.76 -1.23  0.25  1.14 -1.71  2.5  -2.87 -1.33] | [-1.41 -0.47] | 1.1896631820266503
[ 0.86 -1.34  0.2   1.24 -1.59  2.48 -2.86 -1.2 ] | [-1.22 -0.42] | 1.283622523568253
[ 0.95 -1.45  0.16  1.33 -1.47  2.45 -2.85 -1.04] | [-1.04 -0.37] | 1.361137713462473
[ 1.05 -1.57  0.12  1.4  -1.34  2.42 -2.85 -0.85] | [-0.86 -0.32] | 1.4064005140425402
[ 1.15 -1.68  0.09  1.42 -1.18  2.33 -2.75 -0.74] | [-0.66 -0.26] | 1.2137042725155254
[ 1.22 -1.76  0.04  0.7  -0.44  0.82 -0.26 -2.47] | [-0.07  0.04] | 0.503316102757693
[ 1.24 -1.75 -0.06  0.42 -0.24  0.36  0.24 -2.24] | [ 0.05 -0.04] | 0.3946602798600076
[ 1.25 -1.74 -0.14  0.37 -0.2   0.29  0.22 -1.9 ] | [ 0.06 -0.11] | 0.3455228364324605
[ 1.26 -1.73 -0.21  0.32 -0.16  0.23  0.29 -1.81] | [ 0.09 -0.13] | 0.29673309047859625
[ 1.27 -1.72 -0.29  0.27 -0.1   0.16  0.39 -1.8 ] | [ 0.12 -0.13] | 0.2388621427358167
[ 1.28 -1.7  -0.36  0.21 -0.04  0.07  0.53 -1.84] | [ 0.15 -0.13] | 0.1691957015885485
[ 1.28 -1.68 -0.43  0.13  0.02 -0.04  0.69 -1.89] | [ 0.18 -0.13] | 0.0867732623210775
[ 1.27 -1.65 -0.51  0.04  0.09 -0.16  0.87 -1.95] | [ 0.2  -0.13] | -0.007574854061503886
[ 1.26 -1.61 -0.59 -0.06  0.17 -0.3   1.07 -2.02] | [ 0.23 -0.13] | -0.11196928120405827
[ 1.25 -1.56 -0.67 -0.17  0.26 -0.45  1.28 -2.1 ] | [ 0.25 -0.12] | -0.224225117748324
[ 1.23 -1.5  -0.76 -0.28  0.35 -0.6   1.5  -2.16] | [ 0.28 -0.11] | -0.3418345519768304
[ 1.2  -1.44 -0.84 -0.4   0.46 -0.77  1.73 -2.22] | [ 0.32 -0.08] | -0.46239031627131905
[ 1.17 -1.37 -0.93 -0.52  0.57 -0.94  1.97 -2.27] | [ 0.37 -0.05] | -0.5841206987899127
[ 1.13 -1.28 -1.03 -0.64  0.71 -1.12  2.22 -2.3 ] | [0.45 0.01] | -0.7062721253958147
[ 1.08 -1.19 -1.12 -0.77  0.86 -1.32  2.5  -2.3 ] | [0.55 0.1 ] | -0.8294717237072854
[ 1.02 -1.08 -1.21 -0.89  1.06 -1.54  2.82 -2.28] | [0.71 0.22] | -0.9559309478353358
[ 0.95 -0.96 -1.3  -1.02  1.3  -1.82  3.22 -2.22] | [0.94 0.4 ] | -1.0879343212328696
[ 0.87 -0.82 -1.39 -1.15  1.63 -2.17  3.74 -2.11] | [1.29 0.67] | -1.15485011682472
[ 0.78 -0.66 -1.46 -1.15  1.9  -2.4   4.06 -1.73] | [1.68 0.94] | -1.0827688712096484
[ 0.68 -0.5  -1.52 -1.01  2.05 -2.47  4.11 -1.05] | [2.05 1.17] | -0.917795128810612
[ 0.58 -0.34 -1.55 -0.82  2.16 -2.51  4.09 -0.4 ] | [2.39 1.39] | -0.7272441060250423
[ 0.48 -0.17 -1.55 -0.63  2.26 -2.54  4.05  0.13] | [2.69 1.6 ] | -0.5277206030582401
[ 0.38 -0.01 -1.54 -0.42  2.34 -2.57  3.99  0.58] | [2.93 1.79] | -0.3209943705569641
[ 0.28  0.14 -1.51 -0.21  2.39 -2.59  3.89  0.95] | [3.12 1.95] | -0.10852199964119354
[ 1.73e-01  2.97e-01 -1.46e+00  5.15e-04  2.42e+00 -2.61e+00  3.75e+00
  1.28e+00] | [3.26 2.08] | 0.10734709283937902
[ 0.07  0.44 -1.4   0.22  2.41 -2.62  3.58  1.59] | [3.36 2.18] | 0.3236608517733115
[-0.04  0.58 -1.34  0.43  2.38 -2.62  3.39  1.87] | [3.41 2.24] | 0.5372741292841983
[-0.14  0.72 -1.26  0.64  2.32 -2.62  3.18  2.14] | [3.43 2.27] | 0.7449727246343807
[-0.25  0.84 -1.16  0.85  2.23 -2.61  2.96  2.4 ] | [3.41 2.27] | 0.9433966126922642
[-0.35  0.95 -1.06  1.04  2.11 -2.6   2.73  2.65] | [3.36 2.24] | 1.1288910278272835
[-0.45  1.06 -0.95  1.22  1.97 -2.58  2.48  2.91] | [3.28 2.18] | 1.2971005549570136
[-0.56  1.15 -0.83  1.38  1.79 -2.55  2.23  3.17] | [3.16 2.09] | 1.442317498489824
[-0.66  1.23 -0.7   1.51  1.6  -2.51  1.98  3.41] | [3.02 1.97] | 1.5587547037798322
[-0.76  1.31 -0.56  1.61  1.4  -2.47  1.74  3.61] | [2.86 1.85] | 1.642381790836463
[-0.86  1.37 -0.41  1.67  1.18 -2.42  1.53  3.77] | [2.67 1.71] | 1.6925225159854351
[-0.95  1.43 -0.26  1.71  0.96 -2.36  1.34  3.88] | [2.47 1.58] | 1.7123712844921437
[-1.04  1.48 -0.1   1.71  0.75 -2.3   1.19  3.92] | [2.27 1.46] | 1.707699595417855
[-1.14  1.53  0.06  1.7   0.54 -2.25  1.07  3.92] | [2.07 1.35] | 1.6844214438632272
[-1.22  1.57  0.21  1.67  0.35 -2.19  0.97  3.87] | [1.87 1.25] | 1.6466526730068305
[-1.31  1.61  0.36  1.62  0.17 -2.14  0.89  3.8 ] | [1.68 1.16] | 1.5962887409144266
[-1.4   1.64  0.51  1.57  0.   -2.09  0.81  3.71] | [1.49 1.08] | 1.5337830791170068
[-1.48  1.67  0.66  1.5  -0.15 -2.04  0.75  3.6 ] | [1.3 1. ] | 1.4592219993860973
[-1.56  1.7   0.8   1.42 -0.3  -2.    0.69  3.49] | [1.1  0.93] | 1.3801724696274222
[-1.64  1.73  0.94  1.34 -0.42 -1.96  0.67  3.29] | [0.93 0.88] | 1.2536690117738856
[-1.71  1.75  1.07  1.02 -0.56 -1.59  0.18  3.39] | [0.52 0.81] | 0.8553410277200382
[-1.77  1.75  1.2   0.76 -0.63 -1.34 -0.11  3.35] | [0.23 0.8 ] | 0.628643382505487
[-1.82  1.74  1.34  0.5  -0.68 -1.09 -0.4   3.31] | [-0.02  0.82] | 0.33102416213212316
[-1.85  1.71  1.47  0.17 -0.69 -0.74 -0.82  3.36] | [-0.31  0.87] | -0.050672423825569426
[-1.87  1.67  1.61 -0.26 -0.67 -0.26 -1.39  3.5 ] | [-0.66  0.94] | -0.5483413296147834
[-1.87  1.6   1.75 -0.66 -0.58  0.27 -1.91  3.13] | [-0.99  1.14] | -0.06692953893328323
[-1.87  1.56  1.77  0.02 -0.24  0.1  -0.86 -0.53] | [-0.66  1.89] | -0.12785454520354447
[-1.86  1.51  1.75 -0.28 -0.21  0.5  -1.34 -0.23] | [-0.88  1.91] | -0.45774693316866233
[-1.83  1.45  1.75 -0.61 -0.21  0.93 -1.89 -0.05] | [-1.19  1.89] | -0.7596300233650676
[-1.78  1.36  1.75 -0.89 -0.24  1.31 -2.37 -0.  ] | [-1.52  1.83] | -1.007428185436676
[-1.73e+00  1.26e+00  1.75e+00 -1.11e+00 -3.12e-01  1.58e+00 -2.75e+00
  1.08e-03] | [-1.83  1.69] | -1.2049035514150264
[-1.66e+00  1.14e+00  1.75e+00 -1.29e+00 -4.30e-01  1.79e+00 -3.06e+00
  1.34e-03] | [-2.14  1.49] | -1.3709356671412947
[-1.58e+00  1.02e+00  1.75e+00 -1.45e+00 -5.81e-01  1.97e+00 -3.33e+00
  8.09e-04] | [-2.45  1.24] | -1.5187085880925089
[-1.50e+00  8.77e-01  1.75e+00 -1.59e+00 -7.59e-01  2.13e+00 -3.60e+00
  1.04e-04] | [-2.78  0.96] | -1.6548130707723112
[-1.41e+00  7.27e-01  1.75e+00 -1.72e+00 -9.62e-01  2.29e+00 -3.87e+00
 -1.39e-03] | [-3.12  0.65] | -1.7779338647487537
[-1.32  0.57  1.75 -1.83 -1.18  2.45 -4.13 -0.01] | [-3.45  0.32] | -1.884797871985681
[-1.22  0.4   1.75 -1.93 -1.42  2.6  -4.38 -0.01] | [-3.78 -0.02] | -1.9637156334818213
[-1.11  0.22  1.75 -1.99 -1.65  2.74 -4.59 -0.01] | [-4.07 -0.35] | -1.9995958068778243
[-1.    0.03  1.75 -2.   -1.85  2.83 -4.75 -0.01] | [-4.28 -0.65] | -1.9197082083971733
[-0.89 -0.16  1.74 -1.84 -1.98  2.79 -4.62 -0.3 ] | [-4.27 -0.81] | -1.7279941021802971
[-0.78 -0.34  1.72 -1.62 -2.06  2.73 -4.39 -0.66] | [-4.17 -0.9 ] | -1.5072352338776591
[-0.67 -0.51  1.69 -1.39 -2.14  2.69 -4.15 -1.02] | [-4.02 -0.95] | -1.2820014100983979
[-0.56 -0.67  1.64 -1.17 -2.2   2.66 -3.91 -1.35] | [-3.86 -0.99] | -1.0550262868178277
[-0.46 -0.82  1.58 -0.94 -2.27  2.65 -3.67 -1.66] | [-3.67 -1.01] | -0.8254977971558614
[-0.35 -0.96  1.51 -0.71 -2.32  2.64 -3.43 -1.93] | [-3.48 -1.02] | -0.5923045575394292
[-0.24 -1.09  1.42 -0.47 -2.36  2.65 -3.2  -2.19] | [-3.26 -1.  ] | -0.35406826023653865
[-0.14 -1.22  1.33 -0.23 -2.38  2.65 -2.97 -2.45] | [-3.02 -0.97] | -0.11291866796836308
[-0.03 -1.33  1.23  0.01 -2.37  2.65 -2.73 -2.67] | [-2.77 -0.91] | 0.12475603433661264
[ 0.07 -1.44  1.12  0.24 -2.33  2.64 -2.51 -2.86] | [-2.49 -0.83] | 0.3505258554319732
[ 0.18 -1.53  1.    0.46 -2.26  2.62 -2.32 -2.98] | [-2.21 -0.74] | 0.5548422321437991
[ 0.28 -1.62  0.88  0.65 -2.16  2.59 -2.16 -3.01] | [-1.93 -0.65] | 0.7309381593288923
[ 0.39 -1.71  0.76  0.81 -2.03  2.55 -2.05 -2.94] | [-1.67 -0.56] | 0.8404207193180855
[ 0.47 -1.76  0.64  0.82 -1.07  1.21 -0.01 -3.74] | [-0.44  0.1 ] | 0.7295215267343979
[ 0.51 -1.75  0.5   0.66 -0.72  0.81  0.21 -2.94] | [-0.15  0.13] | 0.6057289263970428
[ 0.54 -1.75  0.4   0.56 -0.6   0.7   0.06 -2.18] | [-0.1   0.04] | 0.5284412299377426
[ 0.56 -1.75  0.32  0.5  -0.52  0.62  0.01 -1.8 ] | [-0.07 -0.01] | 0.4853884569377851
[ 0.59 -1.75  0.25  0.47 -0.46  0.57  0.   -1.6 ] | [-0.04 -0.04] | 0.46088151652210546
[ 0.61 -1.75  0.19  0.45 -0.43  0.54  0.   -1.49] | [-0.02 -0.06] | 0.44622802309936005
[ 0.63 -1.74  0.13  0.44 -0.39  0.51  0.03 -1.45] | [ 0.   -0.07] | 0.4342670660945208
[ 0.65 -1.74  0.07  0.43 -0.35  0.47  0.08 -1.45] | [ 0.03 -0.07] | 0.4202504267549604
[ 0.67 -1.74  0.02  0.41 -0.3   0.41  0.15 -1.47] | [ 0.07 -0.07] | 0.4010637848205704
[ 0.68 -1.73 -0.04  0.39 -0.24  0.35  0.24 -1.5 ] | [ 0.11 -0.06] | 0.3745069234684882
[ 0.69 -1.72 -0.1   0.36 -0.17  0.26  0.36 -1.53] | [ 0.15 -0.05] | 0.33882072776245276
[ 0.7  -1.7  -0.17  0.32 -0.09  0.15  0.5  -1.56] | [ 0.21 -0.03] | 0.2923677695613517
[ 0.7  -1.68 -0.23  0.27  0.    0.01  0.67 -1.59] | [ 0.27 -0.  ] | 0.23349023158223123
[ 0.7  -1.65 -0.29  0.2   0.12 -0.16  0.88 -1.62] | [0.35 0.03] | 0.16186127215588916
[ 0.69 -1.61 -0.36  0.12  0.26 -0.36  1.14 -1.65] | [0.46 0.09] | 0.07973165856393523
[ 0.67 -1.55 -0.43  0.04  0.44 -0.61  1.44 -1.68] | [0.6  0.16] | -0.008425895209871954
[ 0.64 -1.49 -0.49 -0.05  0.66 -0.9   1.81 -1.7 ] | [0.78 0.28] | -0.09484111735826134
[ 0.6  -1.41 -0.56 -0.13  0.93 -1.24  2.24 -1.7 ] | [1.04 0.45] | -0.16386851289833457
[ 0.54 -1.31 -0.63 -0.18  1.26 -1.63  2.73 -1.63] | [1.39 0.68] | -0.17638277235336983
[ 0.47 -1.19 -0.68 -0.16  1.49 -1.88  2.96 -1.23] | [1.7  0.86] | -0.11611152147947654
[ 0.39 -1.07 -0.72 -0.07  1.63 -2.02  2.99 -0.61] | [1.97 0.99] | -0.004854276669427177
[ 0.31 -0.96 -0.73  0.06  1.7  -2.09  2.9   0.1 ] | [2.19 1.08] | 0.12815364481604014
[ 0.23 -0.84 -0.71  0.2   1.77 -2.16  2.83  0.68] | [2.39 1.19] | 0.2656991085981275
[ 0.14 -0.73 -0.68  0.34  1.83 -2.22  2.78  1.12] | [2.57 1.3 ] | 0.40265679153179
[ 0.05 -0.62 -0.63  0.47  1.87 -2.29  2.75  1.46] | [2.73 1.41] | 0.5367682224086915
[-0.05 -0.51 -0.56  0.6   1.9  -2.34  2.72  1.72] | [2.86 1.52] | 0.6659792230944479
[-0.14 -0.4  -0.49  0.73  1.89 -2.38  2.68  1.92] | [2.95 1.61] | 0.7880558841905921
[-0.24 -0.3  -0.41  0.85  1.86 -2.4   2.64  2.07] | [3.01 1.68] | 0.9010218402122547
[-0.33 -0.19 -0.32  0.96  1.81 -2.41  2.59  2.19] | [3.04 1.73] | 1.0036338456696605
[-0.43 -0.09 -0.23  1.05  1.73 -2.41  2.54  2.27] | [3.04 1.76] | 1.0954512352730386
[-0.52  0.01 -0.14  1.14  1.64 -2.4   2.49  2.33] | [3.01 1.78] | 1.176362812555592
[-0.62  0.11 -0.05  1.21  1.53 -2.39  2.43  2.38] | [2.97 1.79] | 1.2461652008417812
[-0.72  0.21  0.05  1.28  1.42 -2.37  2.37  2.4 ] | [2.91 1.79] | 1.3045530941963015
[-0.81  0.3   0.14  1.33  1.3  -2.34  2.31  2.42] | [2.85 1.78] | 1.351226229664898
[-0.9   0.39  0.24  1.37  1.18 -2.31  2.25  2.42] | [2.77 1.77] | 1.385939695526821
[-0.99  0.48  0.34  1.4   1.06 -2.28  2.19  2.41] | [2.68 1.75] | 1.4085031908966783
[-1.09  0.57  0.43  1.42  0.94 -2.24  2.13  2.4 ] | [2.58 1.73] | 1.4188982017597662
[-1.17  0.65  0.53  1.42  0.82 -2.2   2.07  2.37] | [2.47 1.71] | 1.4173583706470532
[-1.26  0.73  0.62  1.41  0.7  -2.16  2.01  2.34] | [2.36 1.69] | 1.4043957522001183
[-1.35  0.81  0.72  1.4   0.58 -2.11  1.95  2.3 ] | [2.24 1.67] | 1.3807881157137578
[-1.43  0.89  0.81  1.37  0.47 -2.06  1.88  2.25] | [2.12 1.66] | 1.347539674901023
[-1.51  0.96  0.9   1.33  0.37 -2.01  1.82  2.2 ] | [2.   1.64] | 1.3058250760682981
[-1.59  1.03  0.98  1.28  0.28 -1.96  1.76  2.14] | [1.88 1.63] | 1.2569246459109187
[-1.67  1.1   1.07  1.23  0.19 -1.9   1.7   2.08] | [1.76 1.62] | 1.2021574604310017
[-1.74  1.17  1.15  1.17  0.1  -1.85  1.65  2.02] | [1.64 1.62] | 1.1428174747477347
[-1.82  1.23  1.23  1.11  0.03 -1.8   1.6   1.96] | [1.53 1.62] | 1.0801165993623087
[-1.89  1.3   1.31  1.05 -0.05 -1.74  1.55  1.89] | [1.42 1.62] | 1.0151371689675064
[-1.96  1.36  1.38  0.98 -0.11 -1.7   1.51  1.83] | [1.32 1.62] | 0.948794744340774
[-2.02  1.42  1.45  0.92 -0.17 -1.65  1.47  1.78] | [1.22 1.63] | 0.8818106744167079
[-2.09  1.48  1.52  0.85 -0.23 -1.61  1.44  1.73] | [1.13 1.64] | 0.8146923759845595
[-2.15  1.53  1.59  0.78 -0.29 -1.58  1.42  1.68] | [1.04 1.64] | 0.7477178538204767
[-2.21  1.59  1.66  0.71 -0.35 -1.55  1.4   1.64] | [0.95 1.64] | 0.6724380703570123
[-2.28  1.65  1.72  0.63 -0.41 -1.5   1.37  1.62] | [0.86 1.64] | 0.8120837296369018
[-2.34  1.71  1.76  1.04 -0.51 -1.77  2.11 -0.07] | [0.97 1.79] | 0.6302914751022974
[-2.38  1.76  1.75  0.13  0.12  0.02 -0.07 -0.09] | [0.26 2.65] | 0.0728469407783783
[-2.37  1.75  1.75  0.08  0.14  0.11 -0.18 -0.05] | [0.22 2.67] | 0.1008163175196004
[-2.37  1.75  1.75  0.13  0.09 -0.   -0.05 -0.01] | [0.26 2.6 ] | 0.13549986906726688
[-2.37e+00  1.75e+00  1.75e+00  1.41e-01  7.31e-02 -4.61e-02  2.62e-03
 -4.05e-04] | [0.27 2.57] | 0.1384246815649136
[-2.37e+00  1.75e+00  1.75e+00  1.37e-01  6.95e-02 -4.55e-02  2.18e-03
  6.31e-04] | [0.27 2.57] | 0.1335642981128803
[-2.38e+00  1.75e+00  1.75e+00  1.32e-01  6.68e-02 -4.31e-02 -2.58e-04
  1.50e-04] | [0.26 2.56] | 0.12986017425669663
[-2.38e+00  1.75e+00  1.75e+00  1.29e-01  6.36e-02 -4.28e-02 -1.72e-04
  1.02e-06] | [0.26 2.56] | 0.12671963237152864
[-2.38e+00  1.75e+00  1.75e+00  1.26e-01  6.06e-02 -4.25e-02 -6.67e-05
 -3.57e-06] | [0.25 2.56] | 0.12368430146704304
[-2.38e+00  1.75e+00  1.75e+00  1.23e-01  5.78e-02 -4.22e-02 -7.03e-05
 -1.78e-06] | [0.25 2.55] | 0.12078487557558952
[-2.38e+00  1.75e+00  1.75e+00  1.20e-01  5.52e-02 -4.19e-02 -7.24e-05
 -1.98e-06] | [0.24 2.55] | 0.118028333172723
[-2.38e+00  1.75e+00  1.75e+00  1.17e-01  5.27e-02 -4.15e-02 -7.00e-05
 -1.93e-06] | [0.24 2.55] | 0.11540224379700316
[-2.39e+00  1.75e+00  1.75e+00  1.15e-01  5.04e-02 -4.12e-02 -6.78e-05
 -1.79e-06] | [0.24 2.54] | 0.11289652618709274
[-2.39e+00  1.75e+00  1.75e+00  1.12e-01  4.81e-02 -4.09e-02 -6.59e-05
 -1.69e-06] | [0.23 2.54] | 0.11050282008660733
[-2.39e+00  1.75e+00  1.75e+00  1.10e-01  4.60e-02 -4.06e-02 -6.41e-05
 -1.61e-06] | [0.23 2.54] | 0.10821348644330131
[-2.39e+00  1.75e+00  1.75e+00  1.08e-01  4.41e-02 -4.03e-02 -6.23e-05
 -1.53e-06] | [0.23 2.53] | 0.10602154841965805
[-2.39e+00  1.75e+00  1.75e+00  1.06e-01  4.22e-02 -4.00e-02 -6.06e-05
 -1.46e-06] | [0.22 2.53] | 0.10392065143729914
[-2.39e+00  1.75e+00  1.75e+00  1.04e-01  4.04e-02 -3.97e-02 -5.90e-05
 -1.39e-06] | [0.22 2.53] | 0.10190499395769602
[-2.40e+00  1.75e+00  1.75e+00  1.02e-01  3.87e-02 -3.94e-02 -5.74e-05
 -1.33e-06] | [0.22 2.53] | 0.09996926665563013
[-2.40e+00  1.75e+00  1.75e+00  9.97e-02  3.71e-02 -3.91e-02 -5.59e-05
 -1.27e-06] | [0.21 2.53] | 0.09810860081512719
[-2.40e+00  1.75e+00  1.75e+00  9.79e-02  3.56e-02 -3.88e-02 -5.44e-05
 -1.22e-06] | [0.21 2.52] | 0.0963185231719466
[-2.40e+00  1.75e+00  1.75e+00  9.61e-02  3.41e-02 -3.85e-02 -5.30e-05
 -1.17e-06] | [0.21 2.52] | 0.09459491616964062
[-2.40e+00  1.75e+00  1.75e+00  9.44e-02  3.27e-02 -3.83e-02 -5.17e-05
 -1.12e-06] | [0.21 2.52] | 0.09293398293628839
[-2.40e+00  1.75e+00  1.75e+00  9.28e-02  3.14e-02 -3.80e-02 -5.04e-05
 -1.08e-06] | [0.21 2.52] | 0.09133221634459539
[-2.41e+00  1.75e+00  1.75e+00  9.12e-02  3.01e-02 -3.77e-02 -4.92e-05
 -1.04e-06] | [0.2  2.52] | 0.08978637160656248
[-2.41e+00  1.75e+00  1.75e+00  8.97e-02  2.89e-02 -3.75e-02 -4.80e-05
 -1.00e-06] | [0.2  2.52] | 0.08829344193854147
[-2.41e+00  1.75e+00  1.75e+00  8.82e-02  2.77e-02 -3.72e-02 -4.69e-05
 -9.69e-07] | [0.2  2.51] | 0.08685063690128714
[-2.41e+00  1.75e+00  1.75e+00  8.68e-02  2.66e-02 -3.70e-02 -4.58e-05
 -9.36e-07] | [0.2  2.51] | 0.0854553630771995
[-2.41e+00  1.75e+00  1.75e+00  8.54e-02  2.55e-02 -3.67e-02 -4.47e-05
 -9.05e-07] | [0.2  2.51] | 0.08410520679437467
